"level0","level1","level2","level3","Total personal income(1)","count"
"Female","75–79 Years","East Coast Bays","North Island general electorates","$40,001– $50,000",24
"Male","80–84 Years","East Coast Bays","North Island general electorates","$40,001– $50,000",24
"Female","80–84 Years","East Coast Bays","North Island general electorates","$40,001– $50,000",18
"Male","85 Years And Over","East Coast Bays","North Island general electorates","$40,001– $50,000",9
"Female","85 Years And Over","East Coast Bays","North Island general electorates","$40,001– $50,000",21
"Male","15–19 Years","Epsom","North Island general electorates","$40,001– $50,000",6
"Female","15–19 Years","Epsom","North Island general electorates","$40,001– $50,000",9
"Male","20–24 Years","Epsom","North Island general electorates","$40,001– $50,000",195
"Female","20–24 Years","Epsom","North Island general electorates","$40,001– $50,000",270
"Male","25–29 Years","Epsom","North Island general electorates","$40,001– $50,000",312
"Female","25–29 Years","Epsom","North Island general electorates","$40,001– $50,000",357
"Male","30–34 Years","Epsom","North Island general electorates","$40,001– $50,000",162
"Female","30–34 Years","Epsom","North Island general electorates","$40,001– $50,000",177
"Male","35–39 Years","Epsom","North Island general electorates","$40,001– $50,000",123
"Female","35–39 Years","Epsom","North Island general electorates","$40,001– $50,000",132
"Male","40–44 Years","Epsom","North Island general electorates","$40,001– $50,000",123
"Female","40–44 Years","Epsom","North Island general electorates","$40,001– $50,000",189
"Male","45–49 Years","Epsom","North Island general electorates","$40,001– $50,000",126
"Female","45–49 Years","Epsom","North Island general electorates","$40,001– $50,000",222
"Male","50–54 Years","Epsom","North Island general electorates","$40,001– $50,000",120
"Female","50–54 Years","Epsom","North Island general electorates","$40,001– $50,000",198
"Male","55–59 Years","Epsom","North Island general electorates","$40,001– $50,000",117
"Female","55–59 Years","Epsom","North Island general electorates","$40,001– $50,000",168
"Male","60–64 Years","Epsom","North Island general electorates","$40,001– $50,000",87
"Female","60–64 Years","Epsom","North Island general electorates","$40,001– $50,000",129
"Male","65–69 Years","Epsom","North Island general electorates","$40,001– $50,000",72
"Female","65–69 Years","Epsom","North Island general electorates","$40,001– $50,000",105
"Male","70–74 Years","Epsom","North Island general electorates","$40,001– $50,000",57
"Female","70–74 Years","Epsom","North Island general electorates","$40,001– $50,000",69
"Male","75–79 Years","Epsom","North Island general electorates","$40,001– $50,000",48
"Female","75–79 Years","Epsom","North Island general electorates","$40,001– $50,000",54
"Male","80–84 Years","Epsom","North Island general electorates","$40,001– $50,000",39
"Female","80–84 Years","Epsom","North Island general electorates","$40,001– $50,000",39
"Male","85 Years And Over","Epsom","North Island general electorates","$40,001– $50,000",27
"Female","85 Years And Over","Epsom","North Island general electorates","$40,001– $50,000",36
"Male","15–19 Years","Hamilton East","North Island general electorates","$40,001– $50,000",12
"Female","15–19 Years","Hamilton East","North Island general electorates","$40,001– $50,000",6
"Male","20–24 Years","Hamilton East","North Island general electorates","$40,001– $50,000",225
"Female","20–24 Years","Hamilton East","North Island general electorates","$40,001– $50,000",180
"Male","25–29 Years","Hamilton East","North Island general electorates","$40,001– $50,000",324
"Female","25–29 Years","Hamilton East","North Island general electorates","$40,001– $50,000",285
"Male","30–34 Years","Hamilton East","North Island general electorates","$40,001– $50,000",255
"Female","30–34 Years","Hamilton East","North Island general electorates","$40,001– $50,000",249
"Male","35–39 Years","Hamilton East","North Island general electorates","$40,001– $50,000",195
"Female","35–39 Years","Hamilton East","North Island general electorates","$40,001– $50,000",222
"Male","40–44 Years","Hamilton East","North Island general electorates","$40,001– $50,000",198
"Female","40–44 Years","Hamilton East","North Island general electorates","$40,001– $50,000",276
"Male","45–49 Years","Hamilton East","North Island general electorates","$40,001– $50,000",183
"Female","45–49 Years","Hamilton East","North Island general electorates","$40,001– $50,000",258
"Male","50–54 Years","Hamilton East","North Island general electorates","$40,001– $50,000",153
"Female","50–54 Years","Hamilton East","North Island general electorates","$40,001– $50,000",234
"Male","55–59 Years","Hamilton East","North Island general electorates","$40,001– $50,000",147
"Female","55–59 Years","Hamilton East","North Island general electorates","$40,001– $50,000",216
"Male","60–64 Years","Hamilton East","North Island general electorates","$40,001– $50,000",132
"Female","60–64 Years","Hamilton East","North Island general electorates","$40,001– $50,000",147
"Male","65–69 Years","Hamilton East","North Island general electorates","$40,001– $50,000",105
"Female","65–69 Years","Hamilton East","North Island general electorates","$40,001– $50,000",96
"Male","70–74 Years","Hamilton East","North Island general electorates","$40,001– $50,000",69
"Female","70–74 Years","Hamilton East","North Island general electorates","$40,001– $50,000",54
"Male","75–79 Years","Hamilton East","North Island general electorates","$40,001– $50,000",36
"Female","75–79 Years","Hamilton East","North Island general electorates","$40,001– $50,000",24
"Male","80–84 Years","Hamilton East","North Island general electorates","$40,001– $50,000",33
"Female","80–84 Years","Hamilton East","North Island general electorates","$40,001– $50,000",21
"Male","85 Years And Over","Hamilton East","North Island general electorates","$40,001– $50,000",24
"Female","85 Years And Over","Hamilton East","North Island general electorates","$40,001– $50,000",18
"Male","15–19 Years","Hamilton West","North Island general electorates","$40,001– $50,000",15
"Female","15–19 Years","Hamilton West","North Island general electorates","$40,001– $50,000",3
"Male","20–24 Years","Hamilton West","North Island general electorates","$40,001– $50,000",270
"Female","20–24 Years","Hamilton West","North Island general electorates","$40,001– $50,000",225
"Male","25–29 Years","Hamilton West","North Island general electorates","$40,001– $50,000",462
"Female","25–29 Years","Hamilton West","North Island general electorates","$40,001– $50,000",399
"Male","30–34 Years","Hamilton West","North Island general electorates","$40,001– $50,000",414
"Female","30–34 Years","Hamilton West","North Island general electorates","$40,001– $50,000",294
"Male","35–39 Years","Hamilton West","North Island general electorates","$40,001– $50,000",333
"Female","35–39 Years","Hamilton West","North Island general electorates","$40,001– $50,000",285
"Male","40–44 Years","Hamilton West","North Island general electorates","$40,001– $50,000",267
"Female","40–44 Years","Hamilton West","North Island general electorates","$40,001– $50,000",285
"Male","45–49 Years","Hamilton West","North Island general electorates","$40,001– $50,000",270
"Female","45–49 Years","Hamilton West","North Island general electorates","$40,001– $50,000",273
"Male","50–54 Years","Hamilton West","North Island general electorates","$40,001– $50,000",222
"Female","50–54 Years","Hamilton West","North Island general electorates","$40,001– $50,000",279
"Male","55–59 Years","Hamilton West","North Island general electorates","$40,001– $50,000",222
"Female","55–59 Years","Hamilton West","North Island general electorates","$40,001– $50,000",240
"Male","60–64 Years","Hamilton West","North Island general electorates","$40,001– $50,000",195
"Female","60–64 Years","Hamilton West","North Island general electorates","$40,001– $50,000",165
"Male","65–69 Years","Hamilton West","North Island general electorates","$40,001– $50,000",108
"Female","65–69 Years","Hamilton West","North Island general electorates","$40,001– $50,000",81
"Male","70–74 Years","Hamilton West","North Island general electorates","$40,001– $50,000",42
"Female","70–74 Years","Hamilton West","North Island general electorates","$40,001– $50,000",36
"Male","75–79 Years","Hamilton West","North Island general electorates","$40,001– $50,000",27
"Female","75–79 Years","Hamilton West","North Island general electorates","$40,001– $50,000",15
