"level0","level1","level2","level3","Years at usual residence","count"
"Female","80–84 Years","Tukituki","North Island general electorates","2 Years",48
"Male","85 Years And Over","Tukituki","North Island general electorates","2 Years",42
"Female","85 Years And Over","Tukituki","North Island general electorates","2 Years",72
"Male","0–4 Years","Upper Harbour","North Island general electorates","2 Years",441
"Female","0–4 Years","Upper Harbour","North Island general electorates","2 Years",462
"Male","5–9 Years","Upper Harbour","North Island general electorates","2 Years",282
"Female","5–9 Years","Upper Harbour","North Island general electorates","2 Years",240
"Male","10–14 Years","Upper Harbour","North Island general electorates","2 Years",201
"Female","10–14 Years","Upper Harbour","North Island general electorates","2 Years",195
"Male","15–19 Years","Upper Harbour","North Island general electorates","2 Years",174
"Female","15–19 Years","Upper Harbour","North Island general electorates","2 Years",177
"Male","20–24 Years","Upper Harbour","North Island general electorates","2 Years",192
"Female","20–24 Years","Upper Harbour","North Island general electorates","2 Years",198
"Male","25–29 Years","Upper Harbour","North Island general electorates","2 Years",291
"Female","25–29 Years","Upper Harbour","North Island general electorates","2 Years",324
"Male","30–34 Years","Upper Harbour","North Island general electorates","2 Years",342
"Female","30–34 Years","Upper Harbour","North Island general electorates","2 Years",351
"Male","35–39 Years","Upper Harbour","North Island general electorates","2 Years",273
"Female","35–39 Years","Upper Harbour","North Island general electorates","2 Years",288
"Male","40–44 Years","Upper Harbour","North Island general electorates","2 Years",252
"Female","40–44 Years","Upper Harbour","North Island general electorates","2 Years",285
"Male","45–49 Years","Upper Harbour","North Island general electorates","2 Years",201
"Female","45–49 Years","Upper Harbour","North Island general electorates","2 Years",219
"Male","50–54 Years","Upper Harbour","North Island general electorates","2 Years",141
"Female","50–54 Years","Upper Harbour","North Island general electorates","2 Years",141
"Male","55–59 Years","Upper Harbour","North Island general electorates","2 Years",99
"Female","55–59 Years","Upper Harbour","North Island general electorates","2 Years",120
"Male","60–64 Years","Upper Harbour","North Island general electorates","2 Years",84
"Female","60–64 Years","Upper Harbour","North Island general electorates","2 Years",81
"Male","65–69 Years","Upper Harbour","North Island general electorates","2 Years",66
"Female","65–69 Years","Upper Harbour","North Island general electorates","2 Years",51
"Male","70–74 Years","Upper Harbour","North Island general electorates","2 Years",30
"Female","70–74 Years","Upper Harbour","North Island general electorates","2 Years",48
"Male","75–79 Years","Upper Harbour","North Island general electorates","2 Years",24
"Female","75–79 Years","Upper Harbour","North Island general electorates","2 Years",30
"Male","80–84 Years","Upper Harbour","North Island general electorates","2 Years",18
"Female","80–84 Years","Upper Harbour","North Island general electorates","2 Years",18
"Male","85 Years And Over","Upper Harbour","North Island general electorates","2 Years",21
"Female","85 Years And Over","Upper Harbour","North Island general electorates","2 Years",24
"Male","0–4 Years","Waikato","North Island general electorates","2 Years",441
"Female","0–4 Years","Waikato","North Island general electorates","2 Years",408
"Male","5–9 Years","Waikato","North Island general electorates","2 Years",324
"Female","5–9 Years","Waikato","North Island general electorates","2 Years",330
"Male","10–14 Years","Waikato","North Island general electorates","2 Years",261
"Female","10–14 Years","Waikato","North Island general electorates","2 Years",273
"Male","15–19 Years","Waikato","North Island general electorates","2 Years",195
"Female","15–19 Years","Waikato","North Island general electorates","2 Years",156
"Male","20–24 Years","Waikato","North Island general electorates","2 Years",195
"Female","20–24 Years","Waikato","North Island general electorates","2 Years",207
"Male","25–29 Years","Waikato","North Island general electorates","2 Years",264
"Female","25–29 Years","Waikato","North Island general electorates","2 Years",231
"Male","30–34 Years","Waikato","North Island general electorates","2 Years",225
"Female","30–34 Years","Waikato","North Island general electorates","2 Years",231
"Male","35–39 Years","Waikato","North Island general electorates","2 Years",210
"Female","35–39 Years","Waikato","North Island general electorates","2 Years",252
"Male","40–44 Years","Waikato","North Island general electorates","2 Years",237
"Female","40–44 Years","Waikato","North Island general electorates","2 Years",258
"Male","45–49 Years","Waikato","North Island general electorates","2 Years",201
"Female","45–49 Years","Waikato","North Island general electorates","2 Years",195
"Male","50–54 Years","Waikato","North Island general electorates","2 Years",174
"Female","50–54 Years","Waikato","North Island general electorates","2 Years",174
"Male","55–59 Years","Waikato","North Island general electorates","2 Years",153
"Female","55–59 Years","Waikato","North Island general electorates","2 Years",114
"Male","60–64 Years","Waikato","North Island general electorates","2 Years",87
"Female","60–64 Years","Waikato","North Island general electorates","2 Years",81
"Male","65–69 Years","Waikato","North Island general electorates","2 Years",81
"Female","65–69 Years","Waikato","North Island general electorates","2 Years",69
"Male","70–74 Years","Waikato","North Island general electorates","2 Years",60
"Female","70–74 Years","Waikato","North Island general electorates","2 Years",63
"Male","75–79 Years","Waikato","North Island general electorates","2 Years",27
"Female","75–79 Years","Waikato","North Island general electorates","2 Years",30
"Male","80–84 Years","Waikato","North Island general electorates","2 Years",27
"Female","80–84 Years","Waikato","North Island general electorates","2 Years",36
"Male","85 Years And Over","Waikato","North Island general electorates","2 Years",15
"Female","85 Years And Over","Waikato","North Island general electorates","2 Years",57
"Male","0–4 Years","Wairarapa","North Island general electorates","2 Years",372
"Female","0–4 Years","Wairarapa","North Island general electorates","2 Years",378
"Male","5–9 Years","Wairarapa","North Island general electorates","2 Years",246
"Female","5–9 Years","Wairarapa","North Island general electorates","2 Years",255
"Male","10–14 Years","Wairarapa","North Island general electorates","2 Years",189
"Female","10–14 Years","Wairarapa","North Island general electorates","2 Years",201
"Male","15–19 Years","Wairarapa","North Island general electorates","2 Years",135
"Female","15–19 Years","Wairarapa","North Island general electorates","2 Years",129
"Male","20–24 Years","Wairarapa","North Island general electorates","2 Years",156
"Female","20–24 Years","Wairarapa","North Island general electorates","2 Years",195
"Male","25–29 Years","Wairarapa","North Island general electorates","2 Years",189
"Female","25–29 Years","Wairarapa","North Island general electorates","2 Years",180
"Male","30–34 Years","Wairarapa","North Island general electorates","2 Years",198
"Female","30–34 Years","Wairarapa","North Island general electorates","2 Years",237
"Male","35–39 Years","Wairarapa","North Island general electorates","2 Years",171
"Female","35–39 Years","Wairarapa","North Island general electorates","2 Years",198
"Male","40–44 Years","Wairarapa","North Island general electorates","2 Years",198
"Female","40–44 Years","Wairarapa","North Island general electorates","2 Years",216
"Male","45–49 Years","Wairarapa","North Island general electorates","2 Years",171
"Female","45–49 Years","Wairarapa","North Island general electorates","2 Years",177
"Male","50–54 Years","Wairarapa","North Island general electorates","2 Years",159
"Female","50–54 Years","Wairarapa","North Island general electorates","2 Years",174
"Male","55–59 Years","Wairarapa","North Island general electorates","2 Years",138
"Female","55–59 Years","Wairarapa","North Island general electorates","2 Years",132
"Male","60–64 Years","Wairarapa","North Island general electorates","2 Years",114
"Female","60–64 Years","Wairarapa","North Island general electorates","2 Years",126
"Male","65–69 Years","Wairarapa","North Island general electorates","2 Years",111
